,Ram,MRP
895,Crucial CT Series DDR3 8 GB (Dual Channel) PC DDR3L (CT102464BD160B),"₹1,620"
896,KINGSTON KVR1333D3N9/2G DDR3 2 GB (Single Channel) PC (KVR1333D3N9/2G 1333Mhz 2GB 1.5v Desktop RAM),₹530
897,adtaaa D30 DDR4 8 GB PC (ADATA XPG D30 3200MHZ 8GB),"₹2,345"
898,gskill Ripjaws V 3200mhz DDR4 8 GB PC (F4-3200C16S-8GVKB),"₹1,999"
899,SAMSUNG CF7 DDR2 2 GB (Dual Channel) PC (6400U-666-12-P3),₹599
900,Hynix 667MHZ DDR2 1 GB PC DDR2 (Desktop 667),₹273
901,KINGSTON Value DDR3 4 GB (Single Channel) PC (KVR16N11S8/4 1600MHz Desktop 1.5v),"₹1,700"
902,Corsair VENGEANCE LPX DDR4 16 GB PC (1 x 16GB) 3000MHz C16 Desktop RAM (CMK16GX4M1D3000C16),"₹4,399"
903,Hynix DDR3 DDR3 4 GB PC (4GB 2Rx8 Ram 1600 Mhz - 12800U),₹490
904,"Hynix 1600/12800 DDR3 4 GB PC DRAM (HMT351U6CFR8C-H9 AA 1730 , DDR3 1600MHZ , 2RX8)",₹460
905,consistant DT PC3 1600 8IC DDR3 4 GB (Single Channel) PC (21062023),₹689
906,Hynix PC4-2666V 1RX8 DDR2 8 GB (Single Channel) PC (HMA81GS6JJR8N-VK),"₹1,299"
907,Hynix 10600 DDR3 2 GB PC ddr3 (2GB DDR3),₹320
908,"EVM DDR3 1333 DDR3 8 GB (Dual Channel) PC, Server (8GB DDR3 1333 (DESKTOP RAM))","₹1,249"
909,BRYT Standard DDR3 8 GB (Dual Channel) PC DRAM (RAM DDR3 Long DIMM | 1600MHz | 240 Pins | RAM Memory for PC and Desktop),₹759
910,Hynix Desktop DDR2 2 GB PC (DDR2),₹360
911,BRYT Standard DDR4 16 GB (Dual Channel) PC DRAM (RAM DDR4 Long DIMM | 2666MHz | CL19 | 260 Pins| Non ECC | RAM Memory for Desktop),"₹2,369"
912,simtronics 1333 DDR3 4 GB (Dual Channel) PC DESKTOP RAM 4GB DDR-3 (ram 4gb),₹683
913,simtronics 2 GB DDR3 DDR3 2 GB (Single Channel) PC (Simmtronics 2GB DDR3 1600 Desktop),₹395
914,Hynix ddr3 DDR3 8 GB PC (HMT41GU6AFR8A-PB),₹820
915,EVM DDR3 4 GB (Dual Channel) PC DRAM (EVMT4G1333U86D/ EVMT4G1333U88D),₹849
916,Crucial CT DDR4 8 GB (Dual Channel) PC Unbuffered (DDR4 2400),"₹1,540"
917,Hynix ddr3 DDR3 4 GB PC (H15201504-11),₹464
918,G.Skill Trident DDR4 16 GB (Dual Channel) PC SDRAM (F4-3600C18D-16GTZR - 2*8GB 3600 MHz Desktop RAM),"₹16,799"
919,simtronics Simmtronics 2GB DDR3 1600 Desktop DDR3 2 GB (Dual Channel) PC (Simmtronics 2GB DDR3 1600 Desktop),₹740
920,BRYT Standard DDR4 8 GB (Dual Channel) PC DRAM (RAM DDR4 Long DIMM | 2666MHz | CL19 | 260 Pins| Non ECC | RAM Memory for Desktop),"₹1,339"
921,G.Skill Trident DDR4 32 GB (Dual Channel) PC SDRAM (F4-3600C18D-32GTZR - 2*16GB 3600 MHz Desktop RAM),"₹28,199"
922,BRYT Standard DDR4 4 GB (Dual Channel) PC DRAM (RAM DDR4 Long DIMM | 2666MHz | CL19 | 260 Pins| Non ECC | RAM Memory for Desktop),₹819
923,simtronics 8GB DDR3 8 GB (Single Channel) PC Dasktop (8GB DDR3 Desktop 1600L),"₹1,075"
924,Crucial CT8G4DFS824A(2400MHz) DDR4 8 GB (Single Channel) PC (CT8G4DFS824A),"₹1,639"
925,"SAMSUNG 2400Mhz Desktop RAM DDR4 4 GB (Single Channel) PC (M378A5244CB0-CRC, PC4-19200)","₹1,619"
926,Crucial CT DDR4 16 GB (Single Channel) PC (CT16G4DFRA266),"₹2,690"
927,BRYT Standard DDR3 4 GB (Dual Channel) PC DRAM (RAM DDR3 Long DIMM | 1600MHz | 240 Pins | RAM Memory for PC and Desktop),₹479
928,Crucial BASIC DDR4 4 GB (Dual Channel) PC (CB4GU2666),"₹1,199"
929,HyperX HX432C16FB3/8 DDR4 8 GB (Single Channel) PC (HX432C16FB3/8),"₹2,650"
930,simtronics 1 gb ddr2 800 pc-6400 DDR2 1 GB (Single Channel) PC (Simmtronics 1 Gb Ddr-2 800 Mhz Pc 6400 For Desktop),₹299
931,Sk Hynix HMT41GU6BFR8A DDR3 8 GB (Dual Channel) PC (8GB DDR3 12800U),₹820
932,KINGSTON RAM DDR3 8 GB PC ValueRAM (KVR16N11/8),"₹2,280"
933,Crucial CB4GU2666 DDR4 4 GB (Single Channel) PC (CRUCIALDDR4-2666),₹990
934,simtronics RAM DDR2 2 GB PC SDRAM (800 DESKTOP),₹499
935,Simmtronic U-DIMM 2400MHZ DDR4 8 GB (Single Channel) PC DDR4 DESKTP / PC RAM (Desktop RAM),"₹1,499"
936,GEONIX RAM 1333Mhz DDR3 4 GB (Dual Channel) PC DDR3 (GX4GBDDR3),₹599
937,simtronics 8GB DDR3 1333 Desktop DDR3 8 GB (Single Channel) PC (Simmtronics 8 GB RAM DDR-3 1333 Mhz),"₹1,299"
938,G.Skill Ripjaws DDR4 8 GB (Single Channel) PC SDRAM (F4-3200C16S-8GVKB - 1*8GB 3200 MHz Desktop RAM),"₹6,999"
939,Corsair Vengeance LPX DDR4 4 GB PC (CMK4GX4M1A2400C16 (1 x 4GB) 2400MHz),"₹1,795"
940,TSND TRANSCEND DDR3-1333 U DIMM DDR3 4 GB (Single Channel) PC DDR3 SDRAM Memory (TS512MLK64V3N),"₹1,299"
941,HyperX FURY RGB DDR4 8 GB (Dual Channel) PC (Kingston 8GB RGB DDR4 3000 MHz),"₹3,415"
942,KINGSTON BEAST KF432C16BB/8 DDR4 8 GB (Single Channel) PC SDRAM (FURY),"₹2,290"
943,G.Skill Ripjaws DDR4 16 GB (Single Channel) PC SDRAM (F4-3600C18S-16GVK - 1*16GB 3600 MHz Desktop RAM),"₹10,199"
944,EVM DDR4 DDR4 8 GB (Quad Channel) PC (DDR4 8GB DESKTOP 2666 RAM),"₹1,699"
945,Crucial Memory DDR4 32 GB (Single Channel) PC DRAM (CT32G4DFD8266),"₹12,672"
946,gskill Ripjaws V 3200mhz DDR4 16 GB PC (F4-3200C16S-16GVK),"₹3,290"
947,KINGSTON KVR1333d3n9/4 DDR3 4 GB (Single Channel) PC (KVR16N11N9/4 1333MHz Desktop 1.5v),"₹1,299"
948,Hynix ddr3 DDR3 8 GB (Dual Channel) PC (ddr3),₹810
949,XPG D60G DDR4 16 GB (Dual Channel) PC (SPECTRIX D60G RGB AX4U320016G16A-DT60),"₹13,745"
950,Hynix Hynix Genuine DDR2 2 GB PC  DDR2 2 GB PC (Hynix Genuine DDR2 2 GB PC ),₹380
951,Thermaltake TOUGHRAM XG RGB DDR4 8 GB (Dual Channel) PC (R016D408GX2-3600C18A),"₹10,950"
952,ADATA NA DDR4 4 GB (Single Channel) PC (AD4U2666J4G19-R),"₹2,500"
953,KINGSTON HyperX Fury DDR3 4 GB (Dual Channel) PC (HX316C10F/4),"₹1,199"
954,simtronics Simmtronics DDR2 2 GB PC NA (Desktop RAM 2GB DDR2 667 MHz (PC 5300) with 3 Year Warranty),₹549
955,SAMSUNG OEM DDR3 2 GB (Single Channel) PC (M378TP),₹498
956,Sk Hynix DDR3 DDR3 8 GB PC (8GB DDR3 DESKTOP RAM),₹825
957,KINGSTON ValueRAM 4GB 800MHz DDR2 4 GB PC (KVR800D2N6K2/2G),"₹1,600"
958,KINGSTON HyperX Fury DDR3 8 GB (Dual Channel) PC (HX316C10F/8),"₹2,149"
959,SIMMRTONICS DDR3 4GB 1600 DSKTP DDR3 4 GB (Single Channel) PC (DDR3 4GB 1600 DSKTP),₹699
960,SIMMRTONICS DDR3 4GB 1600 DSKTP DDR3 4 GB (Single Channel) PC (DDR3 4GB 1600 DSKTP),₹699
961,Hynix DESKTOP RAM PC4 -2400T DDR4 8 GB (Single Channel) PC (HMA81GU6AFR8N-UH 288-Pin Dimm Memory Module),"₹1,299"
962,Hynix ddr2 DDR2 1 GB PC (H15201504-5),₹266
963,Crucial Crucial Basic Series 2666 Mhz Desktop Ram with 10 Years Warranty DDR4 4 GB (Dual Channel) PC (CT4G4DFS8266- 4GB DDR4-2666 UDIMM),₹990
964,Crucial UDIMM DDR4 8 GB (Single Channel) PC SD RAM (CT8G4DFRA32A),"₹1,540"
965,D-tron 4GB DDR3 12800(1600Mhz) DDR3 4 GB (Dual Channel) PC Dual Channel Ram (Destop Ram/Long-DIMM (UDIMM) Unbuffered Ram For Standard & Gaming Destop PC),₹649
966,CRUSIAL 3200Mhz Crucial Notebook Memory DDR4 16 GB (Dual Channel) PC (Crucial 3200 DDR4 16 GB (Dual Channel) desktop pc (CT16G4SFRA32A)),"₹2,690"
967,ADATA 3200 DDR4 8 GB PC (DDR4 DESKTOP),"₹2,000"
968,Hynix DDR4 1RX16 PC4-2400MHZ DDR4 4 GB (Single Channel) PC (HMA851U6AFR6N-UH),₹654
969,Simmtronics DESKTOP RAM DDR4 4 GB (Single Channel) PC (3200MHz),"₹1,125"
970,wnd 12800 DDR3 4 GB (Dual Channel) PC (RAM),₹433
971,"HyperX KINGSTON FURY 3000 MHZ DDR4 8 GB (Quad Channel) PC, Mac PC (KF432C16BB/16)","₹3,680"
972,Crucial CT SERIES DDR4 8 GB (Single Channel) PC DRAM (CT8G48FRA266),"₹1,490"
973,Hynix 2666 DDR4 8 GB PC (8GB DDR4 2666 MHz Desktop),"₹1,299"
974,Crucial NA DDR4 16 GB (Single Channel) PC DRAM (CT16G4DFRA32A),"₹2,590"
975,Hynix Genuine DDR3 2 GB PC (Hynix DDR3 2GB PC RAM),₹323
976,Hynix ddr3 DDR3 4 GB (Dual Channel) PC (ddr3),₹433
977,Hynix 10600/1333 DDR3 4 GB PC (HMT351UCFR8C-H9 PC3 10600U),₹460
978,Hynix DDR3 1333 DDR3 2 GB (Dual Channel) PC (HMT125U6BFR8C-H PC3 10600U),₹322
979,Simmtronics 2133 MHZ DDR4 4 GB PC (DESKTOP RAM),"₹1,643"
980,Hynix ddr3 DDR3 4 GB (Dual Channel) PC Desktop Ram (Desktop 4GB DDR3),₹464
981,zione Desktop Ram 4GB DDR4 2400 MHz (ZION ZSPZ PC2400) DDR4 4 GB PC (2400MHz),"₹1,768"
982,Crucial CT-2400 MHz DDR4 4 GB (Single Channel) PC SDRAM (CT4G4DFS824A),₹940
983,simtronics 1333 DDR3 2 GB (Dual Channel) PC (simm tronics ddr3 desktop two gb 1333),₹438
984,Starlite DDR3PC1333S DDR3 2 GB PC (DDR3PC1333S),₹789
985,Crucial DDR4 DDR4 8 GB (Single Channel) PC (8GB DDR4 2666MHZ),"₹1,799"
986,Simmtronics DESKTOP RAM DDR3 8 GB (Single Channel) PC (1333MHz),"₹2,140"
987,simtronics DDR1 DDR 1 GB (Single Channel) PC (Simmtronics 1GB 400 MHz DDR PC 3200 Desktop RAM),₹724
988,Hynix New DDR3 2 GB PC (2GBDDR3),₹323
989,Hynix 800MHZ DDR2 2 GB (Single Channel) PC DDR2 (Desktop 800),₹384
990,adtaaa D50 DDR4 8 GB (Single Channel) PC (D50 3200MHZ),"₹4,000"
991,"Hynix 11280/1600 DDR3 4 GB PC (HMT451U6AFR8C-PB , PC3 12800U)",₹463
992,Crucial CT DDR4 16 GB (Dual Channel) PC Unbuffered (DDR4-2400 UDIMM),"₹3,750"
993,Thermaltake TOUGHRAM RGB DDR4 8 GB (Dual Channel) PC (R009D408GX2-3600C18B),"₹10,950"
994,"Starlite Gold 4GB DDR3 1600MHZ Desktop RAM , DDR3 4 GB PC (STARLITEGold)",₹928
995,Hynix 12800 DDR3 2 GB (Dual Channel) PC (hynix2gb312800),₹345
996,PremiumAV Desktop DDR 1 GB (Dual Channel) PC (MST-1847),₹599
997,GEONIX Desktop RAM DDR4 8 GB PC (8GB DDR4 2666MHz),"₹1,290"
998,DAICHI DI4GD3 DDR3 4 GB (Dual Channel) PC (DI4GD3 4 GB DDR3 DT PC3 1600 MHz (PC-12800)),₹664
999,GEONIX RAM DDR3 8 GB (Dual Channel) PC 8 GB (8) 1600 MHz DDR3 DIMM (RAM DDR3 SD RAM),₹784
1000,consistant DT PC3 1333 DDR3 2 GB (Single Channel) PC (07062023),₹579
1001,Crucial 4800MHz CL40 CT16G48C40U5 DDR5 16 GB (Dual Channel) PC DRAM (CT16G48C40U5),"₹5,500"
1002,SAMSUNG 1600mhz Desktop 1Rx8 RAM DDR3 4 GB (Single Channel) PC (M378B5173DB0-CK0 PC3-12800U),₹900
1003,Hynix ddr3 DDR3 4 GB (Dual Channel) PC (HMT351U6BFR8C-H9 PC3-10600U),₹419
1004,simtronics RAM DDR3 4 GB PC SDRAM (1600 DESKTOP),₹699
1005,Crucial 4800MHz CL40 CT8G48C40U5 DDR5 8 GB (Dual Channel) PC DRAM (CT8G48C40U5),"₹2,499"
1006,simtronics 2400 DDR4 4 GB PC (simmtronics 4gb ddr4 2400),₹999
1007,adtaaa D60G DDR4 16 GB (Dual Channel) PC (XPG D60 G),"₹5,486"
1008,simtronics SIMMTRONICS DDR 64 GB PC (256GB 3D NAND SATA 2.5-inch SSD),"₹1,285"
1009,Starlite DT 4GBDDR3PC1600S DDR3 4 GB (Single Channel) PC (nath1600),₹899
1010,Hynix 1600/12800 DDR3 8 GB (Dual Channel) PC DDR 3 (DDR3 8GB),₹819
1011,"Crucial Ballistix 3200 MHz DDR4 16 GB (Single Channel) PC, Server UDIMM (CL16 Desktop Gaming RAM RGB - Red)","₹9,187"
1012,Hynix ddr2 DDR2 2 GB PC (hinix),₹366
1013,SAMSUNG DDR3 10600 DDR3 4 GB PC (DDR3),"₹1,305"
1014,simtronics RAM DDR2 2 GB PC SDRAM (667 DESKTOP),₹499
1015,Hynix DDR3 DDR3 4 GB PC (PC1333MHZ),₹433
1016,Hynix 12800 DDR3 8 GB (Single Channel) PC (8GB DDR3 PC3L-12800 Ram Desktop),₹860
1017,SIMMRTONICS DDR4 8GB 2400 DESKTOP DDR4 8 GB (Single Channel) PC (DDR4 8GB 2400 DESKTOP),"₹1,525"
1018,Hynix 1333 DDR3 2 GB PC (DDR3 2GB),₹307
1019,Hynix 1333/PC3-10600 DDR3 2 GB PC (2g ddr3 10600u pc ram),₹325
1020,wnd 5300 DDR2 2 GB PC (RAM DESKTOP),₹429
1021,EXPERTRONICS PRO DDR3 8 GB (Dual Channel) PC (EXP4GB31600D),₹839
1022,Hynix 667 DDR2 2 GB PC (2GB DDR2),₹366
1023,AARVEX DDR3 DDR3 8 GB (Dual Channel) PC (AARVEX8GBRAMDDR3),"₹2,950"
1024,Hynix NA DDR2 2 GB PC (Desktop RAM),₹395
1025,Hynix 1333 DDR3 2 GB PC (H15201504-9),₹320
1026,AVIONICS RAM DDR3 8 GB (Single Channel) PC ((KVR16N11S8/8-SP) (Green)),"₹1,199"
1027,Hynix 2400T DDR4 8 GB PC (8GB Ddr4 2400T),"₹1,200"
1028,simtronics 2GB DDR2 667 Mhz DDR2 2 GB (Single Channel) PC (2GEB DDR2 DIMM RAM 667 Mhz),₹495
1029,Hynix Desktop Ram DDR3 4 GB PC SDRAM (HMT351U6CFR8C-H9),₹430
1030,Simmtronics DESKTOP RAM DDR4 8 GB (Single Channel) PC (3200MHz),"₹1,599"
1031,Hynix High Performance Pack of Two DDR3 8 GB (Dual Channel) PC (8GB DDR-3 Pack of 2),"₹3,321"
1032,KINGSTON Valueram DDR4 16 GB (Dual Channel) PC DDR4 (KVR26N19D8/16),"₹4,435"
1033,Starlite GOLD DDR4 8 GB (Single Channel) PC (8GB DDR4 ( PC2666 Gold Ram)),"₹1,849"
1034,Simmtronics DESKTOP RAM DDR4 8 GB (Single Channel) PC (2133MHz),"₹2,618"
1035,"HyperX 3600MHZ DDR4 8 GB PC, Server (?KF436C17BB/8)","₹3,499"
1036,Crucial 8GB DDR4-2400 PC4-19200 CL-17 UDIMM RAM DDR4 8 GB (Dual Channel) PC SDRAM (13.4 x 0.1 x 3.1 cm Item model number	CT8G4DFS824A),"₹1,691"
1037,Hynix Hynix Genuine DDR3 4 GB PC  DDR3 4 GB PC (Hynix Genuine DDR3 4 GB PC ),₹460
1038,Hynix ddr2 553-664 DDR2 1 GB (Single Channel) PC (Hymp64cp8),₹266
1039,Hynix ddr2 DDR2 2 GB (Dual Channel) PC sdram (YMP),₹395
1040,KINGSTON HyperX FURY Memory DDR3 8 GB (Dual Channel) PC (HX318C10F/8),"₹2,678"
1041,wnd 12800 LOW DDR3 4 GB (Single Channel) PC (DDR3 4 GB),₹433
1042,simtronics 2GB DDR2 667MHZ DDR2 2 GB (Dual Channel) PC (2GB DDR2 667MHZ),₹911
1043,Hynix DDR2 DDR2 2 GB (Single Channel) PC (HRD02DP),₹395
1044,Simmtronics DESKTOP RAM DDR2 2 GB (Single Channel) PC (800MHz),₹549
1045,KINGSTON Value RAM DDR3 2 GB (Dual Channel) PC (KVR1333D3N9/2G-SP),₹989
1046,Sk Hynix 2400MHz DDR4 8 GB (Dual Channel) PC DDR4 (HMA81GU6AFR8N),"₹1,299"
1047,Simmtronics DESKTOP RAM DDR2 1 GB (Single Channel) PC (800MHz),₹349
1048,simtronics SIMMTRONICS - 2 GB DDR2 800 DESTOP DDR2 2 GB (Dual Channel) PC ddr2 (SIMMTRONICS - 2 GB DDR2 800 DESTOP),₹888
1049,KINGSTON Value DDR3 4 GB (Single Channel) PC (KVR16N11S8/4 1600MHz RAM),"₹1,100"
1050,"Hynix PC3 12800, DESKTOP PC RAM DDR3 4 GB (Dual Channel) PC (RT_0145)",₹459
1051,simtronics Simmtronics DDR3 2 GB PC (Ram for Desktop 1600 Mhz 3 Years Warranty),₹449
1052,Simmtronics 2400 MHz DDR4 8 GB PC DDR4 RAM (8GB DDR4 2400 MHz RAM),"₹1,525"
1053,Hynix Genuine DDR 1 GB (Single Channel) PC (H15201504-4),
1054,Crucial Ballistix DDR4 8 GB (Single Channel) PC SDRAM (BL8G26C16U4B),"₹3,849"
1055,"simtronics S930P 128GB DDR 64 GB Laptop, PC, Server (Simmtronics SSD 128GB)",₹947
1056,Crucial Crucial CT Series DDR4 8 GB (Dual Channel) PC DDR4 (CT4G4SFS8266),"₹1,799"
1057,Crucial 4800MHz CL40 CT32G48C40U5 DDR5 32 GB (Dual Channel) PC DRAM (CT32G48C40U5),"₹8,679"
1058,simtronics 8GB DDR4 2666 MHz RAM DDR4 8 GB (Dual Channel) PC (8GB DDR4 2666 MHz RAM),"₹1,499"
1059,Hynix ddr2 DDR2 2 GB (Single Channel) PC (: RAMF9C8FRFNS8V7P),₹395
1060,simtronics 2 GB DDR3 800Mhz DDR2 2 GB (Single Channel) PC (2GB DDR2 DIMM RAM 800Mhz),₹499
1061,SIMMRTONICS DDR4 2666 16GB DDR4 16 GB (Single Channel) PC (DDR4 16GB 2666),"₹2,799"
1062,BesComputes DDR3 DDR3 2 GB (Single Channel) PC (KINGSTON Desktop RAM DDR3 2 GB (Dual Channel) PC (KVR1333D3N9/2G-SP)),₹799
1063,STELLULAR 667/5300MHZ DDR2 2 GB (Dual Channel) PC (ST2GD2-5300U COMBO),₹849
1064,STELLULAR 1600Mhz/12800 DDR3 2 GB (Dual Channel) PC DRAM (ST2GD3-12800u combo),₹849
1065,Hynix 1600MHz DDR3 4 GB PC (HMT451U6AFR8C),₹456
1066,DAICHI DDR2 DDR2 2 GB (Single Channel) PC (2GB DDR2-800 RAM),₹879
1067,STELLULAR 1333/10600 DDR3 8 GB (Dual Channel) PC (ST8GD3-10600U),"₹1,399"
1068,SIMMRTONICS 1600Mhz DDR3 4GB DESKTOP RAM DDR3 4 GB (Single Channel) PC (1600Mhz DDR3 4GB DESKTOP),₹699
1069,simtronics DDR4 2400 DDR4 4 GB (Single Channel) PC (Simmtronics (Black)),₹997
1070,SAMSUNG OEM DDR3 4 GB (Dual Channel) PC (SD34GBPP),₹950
1071,ShopGlobal 2 DDR2 1 GB (Dual Channel) PC (MST-1850),₹499
1072,EXPERTRONICS Pro DDR2 2 GB (Dual Channel) PC U-DIMM (EXP2GB2800D),₹395
1073,Hynix hymp125u64cp8-y5 DDR2 1 GB PC ddrr 2 1gb (5300u),₹266
1074,STELLULAR 1600Mhz/12800 DDR3 8 GB (Dual Channel) PC (ST8GD3-12800U),"₹1,399"
1075,Hynix pc3 DDR3 2 GB (Single Channel) PC (ram),₹323
1076,KlNGSTON KVR26N19S8/8 DDR4 8 GB (Single Channel) PC DDR4 (DDR4 8GB 2666MHZ),"₹2,350"
1077,Simmtronics DESKTOP RAM DDR4 16 GB (Single Channel) PC (3200 MHz),"₹2,849"
1078,SAMSUNG DDR3 1333mhz DDR3 4 GB (Dual Channel) PC (m378b5173dbo-ckd),₹792
1079,Hynix ddr2 DDR2 2 GB PC (Hynix DDR2 2GB PC RAM),₹399
1080,SAMSUNG Premium DDR2 2 GB PC (Desktop),₹599
1081,SAMSUNG Original DDR2 2 GB (Single Channel) PC (Samsung DDR2 2GB PC RAM),"₹1,390"
1082,consistant DT PC2 667 DDR2 2 GB (Single Channel) PC (10022023),₹599
1083,Diachi DT PC2 800 DDR2 2 GB (Dual Channel) PC (DI2GD2),₹449
1084,ANWI SYSTEMS ORA DDR4 8 GB (Single Channel) PC SDRAM (ORA 8GB RAM SDRAM 3200 MHz),"₹1,730"
1085,Simmtronics DESKTOP RAM DDR4 32 GB (Single Channel) PC (3200 MHz),"₹6,997"
1086,discover tech supply 12800u DDR3 4 GB (Dual Channel) PC (Ramaxel RMR5040ED58E9W-1600 PC3-12800U 2Rx8 Desktop Memory),₹849
1087,BRTY NA DDR3 8 GB PC (8GB DDR3 RAM DESKTOP),"₹1,750"
1088,REO Desktop 8 GB DDR3 RAM PC3-12800 240-Pin DIMM DDR3 8 GB (Single Channel) PC (DDR3 8GB),"₹2,400"
1089,SAMSUNG Pc3-10600/1333 DDR3 4 GB PC (4GB DDR3 1333 M378B5273DH0-CH9),₹911
1090,AVN ULTRA DDR3 1 GB (Dual Channel) PC (M378B2873GHO),"₹2,400"
1091,Starlite DDR4 4GB Desktop Ram (2400MHz) DDR4 4 GB PC (PC2400),"₹1,850"
1092,AARVEX DDR4 2400 DDR4 8 GB (Single Channel) PC (DDR4 2400MHZ),"₹2,275"
1093,hinix ddr3 DDR3 2 GB (Single Channel) PC (ra123),"₹1,300"
1094,STELLULAR 3200/25600MHZ DDR4 8 GB (Dual Channel) PC (ST8GD4-25600U),"₹1,899"
1095,REO DESKTOP DDR4 4 GB RAM 2666MHz PC4-21300 288-Pin DIMM DDR4 8 GB (Single Channel) PC DRAM (DDR4 8GB),"₹4,250"
1096,aoxer Desktop RAM 2017-07 DDR4 8 GB PC (AAP24D4G8),"₹4,999"
1097,Crucial CT DDR4 4 GB (Single Channel) PC SDRAM (CT4G4DFS8266),"₹1,099"
1098,STELLULAR 2666/21300MHZ DDR4 4 GB (Dual Channel) PC (ST4GD4-21300U),"₹1,140"
1099,Rex ddr DDR2 2 GB (Single Channel) PC (Ram ddr2),₹850
1100,REO DESKTOP PC-3 12800 240-Pin DIMM DDR3 4 GB (Single Channel) PC (DDR3 4GB),"₹1,500"
1101,Hynix ddr2 DDR2 2 GB PC (2gb ddr2 destop),₹508
1102,MANSI ULTRA DDR2 2 GB (Dual Channel) PC (MANSI01),"₹1,800"
1103,SAMSUNG DDR3 1333MHZ DDR3 4 GB (Dual Channel) PC (M378B5273CH0-CH9 PC3-10600U DESKTOP PC RAM),"₹1,180"
1104,Thermaltake TOUGHRAM Z-ONE RGB DDR4 8 GB (Dual Channel) PC (R019D408GX2-3200C16A),"₹9,172"
1105,G.Skill Trident Z Neo 3200 Mhz DDR4 16 GB (Dual Channel) PC (F4-3200C16D-16GTZN),"₹16,999"
1106,G.Skill Ripjaws DDR4 16 GB (Single Channel) PC SDRAM (F4-3200C16S-16GVK - 1*16GB 3200 MHz Desktop RAM),"₹14,599"
1107,G.Skill Ripjaws V DDR4 8 GB (Single Channel) PC (2400 MHz Desktop RAM - F4-2400C17S-8GVR),"₹4,999"
1108,ADATA GAMMIX D30 DDR4 8 GB (Single Channel) PC SDRAM (8 GB 3200 MHz AX4U32008G16A-SR30 Desktop RAM),"₹6,299"
1109,HIKVISION DESKTOP MEMORY DDR4 4 GB (Dual Channel) PC DRAM (HKED404),"₹1,795"
1110,HIKVISION DESKTOP MEMORY DDR4 8 GB (Single Channel) PC (HKEDX4081CBA1D0ZA1 8G),"₹1,395"
1111,"ShopGlobal Desktop DDR4 8 GB (Quad Channel) PC, PC (MST-1867)","₹2,024"
1112,G.Skill Ripjaws DDR4 8 GB (Single Channel) PC SDRAM (F4-3600C18S-8GVK - 1*8GB 3600 MHz Desktop RAM),"₹7,599"
1113,Thermaltake TOUGHRAM RGB DDR4 8 GB (Dual Channel) PC (RG28D408GX2-3600C18A),"₹11,361"
1114,"ShopGlobal Desktop DDR3 8 GB (Dual Channel) PC, PC (MST-1858)","₹1,709"
1115,Thermaltake TOUGHRAM RGB DDR4 8 GB (Dual Channel) PC (R022D408GX2-3600C18A),"₹10,950"
1116,G.Skill Ripjaws DDR4 32 GB (Single Channel) PC SDRAM (F4-3200C16S-32GVK - 1*32GB 3200 MHz Desktop RAM),"₹28,599"
1117,PremiumAV Desktop DDR4 8 GB (Dual Channel) PC (Desktop RAM 2666 MHz),"₹2,999"
1118,Thermaltake TOUGHRAM RGB DDR4 8 GB (Dual Channel) PC (R009D408GX2-3200C16A),"₹10,266"
1119,"Starlite Gold 8GB DDR3 1600MHZ Desktop RAM DDR3 8 GB PC Desktop Ram (DDR3 ,1600Mhz)","₹1,550"
1120,Hynix ddr3 DDR3 8 GB PC (ddr3 DDR3 8 GB (Dual Channel) PC (ddr3)),₹760
1121,"Hynix PC3 12800, DESKTOP PC RAM DDR3 4 GB PC DDR3 RAM (HMT351U6CFR8C-PB , DDR3 1600MHZ , 2RX8)",₹425
1122,"HyperX NA DDR3 8 GB (Dual Channel) Laptop, PC (Fury 8GB DDR3 1866MHz CL10 DIMM Desktop Memory (HX318C10F/8))","₹1,285"
1123,XPG RAM DDR4 16 GB PC DDR4 (GAMIX D30 DDR4 16GB (1x16GB) 3200MHz U-DIMM Desktop Memory - AX4U3200316G16A-SR30),"₹3,290"
1124,ADATA XPG GAMMIX D30 DDR4 8 GB (Single Channel) PC DDR4 (XPG GAMMIX D30 8GB 3200MHZ XMP 2 READY),"₹1,975"
1125,XPG GAMMIX D30 3200mhz DDR4 8 GB PC SD RAM (AX4U320038G16A-SR30),"₹1,939"
1126,Corsair Vengeance LPX DDR4 16 GB PC (1 x 16GB) 3600MHz C18 Desktop RAM (CMK16GX4M1Z3600C18),"₹3,979"
1127,Hynix 1600MHZ DDR3 8 GB (Dual Channel) PC (8GB 2Rx8 PC3L-12800U-11-13-F3),₹780
1128,Crucial CT DDR4 8 GB (Single Channel) PC DRAM (CT8G4DFRA266),"₹1,490"
1129,Corsair Vengeance RGB RS 8 GB 3200MHz C16 Memory (Black) DDR4 8 GB PC SDRAM (CMG8GX4M1E3200C16),"₹2,845"
1130,GEONIX RAM DDR3 8 GB (Dual Channel) PC SD RAM (GX 8GB DDR3 1600 MHZ),₹784
1131,Corsair Vengeance LPX DDR4 8 GB PC DDR4 SDRAM (CMK8GX4M1E3200C16 (1 x 8GB) 3200MHz),"₹2,195"
1132,Simmtronic Desktop RAM U-DIMM DDR3 8 GB (Single Channel) PC 8GB DDR3L Desktop RAM (8GB Desktop RAM),"₹1,049"
